player,team,position,season,games_played,cap_hit,projected_cap_hit
Brad Richardson,ARI,F,2017-18,76,2083333,1893585.88
Ben Lovejoy,N.J,D,2017-18,57,2666667,1888971.38
Ian Cole,CBJ,D,2017-18,67,2100000,1840902.12
Michael Raffl,PHI,F,2017-18,76,2350000,1833171.38
David Schlemko,MTL,D,2017-18,37,2100000,1811642.38
Marcus Foligno,MIN,F,2017-18,77,2875000,1809397.88
Paul Byron,MTL,F,2017-18,82,1166667,1798587.62
Sven Andrighetto,COL,F,2017-18,50,1400000,1797223.62
Adam Larsson,EDM,D,2017-18,63,4166666,1785268
Jake McCabe,BUF,D,2017-18,53,1600000,1774116.62
Brett Ritchie,DAL,F,2017-18,70,1750000,1771321.5
Zdeno Chara,BOS,D,2017-18,73,4000000,1770141
Christian Folin,L.A,D,2017-18,65,850000,1760758.88
Tyler Ennis,MIN,F,2017-18,73,4600000,1754736.25
Antoine Roussel,DAL,F,2017-18,72,2000000,1749715.25
Gustav Olofsson,MIN,D,2017-18,41,725000,1743157.62
Taylor Chorney,CBJ,D,2017-18,25,800000,1721050.38
Johnny Oduya,PHI,D,2017-18,52,1000000,1713777.5
Jordan Martinook,ARI,F,2017-18,81,1800000,1659995.12
Dale Weise,PHI,F,2017-18,46,2350000,1649943.62
Sven Baertschi,VAN,F,2017-18,53,1850000,1649361.38
Jason Chimera,ANA,F,2017-18,74,2250000,1647153.12
Nate Thompson,L.A,F,2017-18,69,1650000,1641084.75
Francois Beauchemin,ANA,D,2017-18,67,1000000,1627664
Cody McLeod,NYR,F,2017-18,48,1333333,1617312.12
Tyler Pitlick,DAL,F,2017-18,79,1000000,1607493.38
John Moore,N.J,D,2017-18,81,1666667,1598124.25
Tobias Rieder,L.A,F,2017-18,78,2225000,1596399.12
Nick Holden,BOS,D,2017-18,73,1650000,1593544
Dennis Seidenberg,NYI,D,2017-18,28,1250000,1586033.75
Brett Connolly,WSH,F,2017-18,70,1500000,1557425.12
Michael Grabner,N.J,F,2017-18,80,1650000,1534230.38
Zemgus Girgensons,BUF,F,2017-18,71,1600000,1524477.38
Adam Pelech,NYI,D,2017-18,78,1600000,1524173.88
Matt Martin,TOR,F,2017-18,50,2500000,1522781.25
Colton Sissons,NSH,F,2017-18,81,625000,1508655.25
Bryan Rust,PIT,F,2017-18,69,640000,1496703.38
Andrej Sustr,T.B,D,2017-18,44,1950000,1491341.88
Jordan Weal,PHI,F,2017-18,69,1750000,1483445
Joel Edmundson,STL,D,2017-18,69,1050000,1468827.88
Anthony Duclair,CHI,F,2017-18,56,1200000,1451262.75
Austin Watson,NSH,F,2017-18,76,1100000,1448300.5
Shawn Matthias,WPG,F,2017-18,27,2125000,1432599
Greg Pateryn,DAL,D,2017-18,72,800000,1365286.88
Jordan Oesterle,CHI,D,2017-18,55,650000,1351112.5
Robert Bortuzzo,STL,D,2017-18,72,1150000,1347422.88
Drew Stafford,N.J,F,2017-18,59,800000,1321140.38
Fredrik Claesson,OTT,D,2017-18,64,650000,1316499
Jake Dotchin,T.B,D,2017-18,48,812500,1306892.62
Chad Ruhwedel,PIT,D,2017-18,44,650000,1298354.12
Andrew Copp,WPG,F,2017-18,82,1000000,1259866.75
Dominic Moore,TOR,F,2017-18,50,1000000,1245393.38
Nick Shore,CGY,F,2017-18,64,925000,1233117.62
Mirco Mueller,N.J,D,2017-18,28,850000,1232976.88
David Desharnais,NYR,F,2017-18,71,1000000,1231321.5
Markus Granlund,VAN,F,2017-18,53,900000,1218792.25
Jon Merrill,VGK,D,2017-18,34,1137500,1188899.75
Nail Yakupov,COL,F,2017-18,57,875000,1182516
Josh Manson,ANA,D,2017-18,80,825000,1166823.38
Chris Thorburn,STL,F,2017-18,50,900000,1158515.88
Brandon Davidson,NYI,D,2017-18,51,1425000,1156079.25
Joel Armia,WPG,F,2017-18,79,925000,1145234.25
Adam McQuaid,BOS,D,2017-18,38,2750000,1138726.88
Kevin Connauton,ARI,D,2017-18,73,1000000,1131424.62
Adam Lowry,WPG,F,2017-18,45,1125000,1129123.88
Patrick Sharp,CHI,F,2017-18,70,800000,1128270.88
Matt Nieto,COL,F,2017-18,73,1000000,1124021.5
Kyle Brodziak,STL,F,2017-18,81,950000,1117101.88
Scott Hartnell,NSH,F,2017-18,62,1000000,1087264.38
Tim Schaller,BOS,F,2017-18,82,775000,1079105.88
Patrik Nemeth,COL,D,2017-18,67,945000,1055503.88
Brad Hunt,VGK,D,2017-18,45,650000,1022098.5
Cody Franson,CHI,D,2017-18,23,1000000,1018798.06
Scott Mayfield,NYI,D,2017-18,47,625000,1014447.75
Chris Stewart,CGY,F,2017-18,54,1150000,1010873.56
Alex Biega,VAN,D,2017-18,44,750000,1008614.25
Colton Sceviour,FLA,F,2017-18,75,950000,1003526.19
Kyle Clifford,L.A,F,2017-18,50,1600000,999755.81
Deryk Engelland,VGK,D,2017-18,79,1000000,960180.94
Xavier Ouellet,DET,D,2017-18,45,1250000,925143.56
Tom Pyatt,OTT,F,2017-18,81,1100000,921521.12
Mathew Barzal,NYI,F,2017-18,82,863333,920494.56
Patrik Laine,WPG,F,2017-18,82,925000,912845.12
Noah Hanifin,CAR,D,2017-18,79,925000,911232.81
Clayton Keller,ARI,F,2017-18,82,885833,909147.75
Riley Nash,BOS,F,2017-18,76,900000,908157.44
Mikko Rantanen,COL,F,2017-18,80,894167,903891.5
Nolan Patrick,PHI,F,2017-18,73,925000,902314.25
Sam Reinhart,BUF,F,2017-18,82,894167,899686.19
Sebastian Aho,CAR,F,2017-18,78,925000,899499.31
Jack Eichel,BUF,F,2017-18,67,925000,897200.44
Trevor van Riemsdyk,CAR,D,2017-18,79,825000,895439.75
Torrey Mitchell,L.A,F,2017-18,60,1200000,894480
Mikhail Sergachev,T.B,D,2017-18,79,894166,893431
Connor McDavid,EDM,F,2017-18,82,925000,892209.56
Matthew Tkachuk,CGY,F,2017-18,68,925000,891994.25
Samuel Girard,COL,D,2017-18,72,728333,891738.25
Mark Barberio,COL,D,2017-18,45,750000,889480.94
Nico Hischier,N.J,F,2017-18,82,925000,888868.25
Kyle Connor,WPG,F,2017-18,76,925000,888153.69
Pierre-Luc Dubois,CBJ,F,2017-18,82,894166,886843.88
Brock Boeser,VAN,F,2017-18,62,925000,885655.88
Alex DeBrincat,CHI,F,2017-18,82,778333,885356.25
Charlie McAvoy,BOS,D,2017-18,63,916667,883316.19
Mitchell Marner,TOR,F,2017-18,82,894167,882993
Tommy Wingels,BOS,F,2017-18,75,750000,882780.31
Jesper Bratt,N.J,F,2017-18,74,749167,881619.38
Tyson Jost,COL,F,2017-18,64,885833,879695.88
Auston Matthews,TOR,F,2017-18,62,925000,878519.44
Scott Laughton,PHI,F,2017-18,81,962500,877120.75
William Nylander,TOR,F,2017-18,82,894167,876065.81
Timo Meier,S.J,F,2017-18,81,894167,875588.12
Kevin Fiala,NSH,F,2017-18,80,863333,874686.25
Jakob Chychrun,ARI,D,2017-18,50,925000,872626
Alex Tuch,VGK,F,2017-18,78,925000,871797.19
Kevin Labanc,S.J,F,2017-18,77,717500,871231.12
Lance Bouma,CHI,F,2017-18,53,1000000,870832.94
Christian Fischer,ARI,F,2017-18,79,821666,870831.88
Joe Morrow,WPG,D,2017-18,56,650000,870644.62
Cory Conacher,T.B,F,2017-18,36,650000,868633.88
Pavel Buchnevich,NYR,F,2017-18,74,925000,868560.5
Dylan DeMelo,S.J,D,2017-18,63,650000,868130.31
Adrian Kempe,L.A,F,2017-18,81,894167,868088.31
Derek MacKenzie,FLA,F,2017-18,74,1375000,867674.12
Travis Konecny,PHI,F,2017-18,81,894167,867593.38
Nikolaj Ehlers,WPG,F,2017-18,82,894167,866482.44
Vince Dunn,STL,D,2017-18,75,722500,865618.12
Shea Theodore,VGK,D,2017-18,61,863333,865020.81
Will Butcher,N.J,D,2017-18,81,925000,864238.12
Yohann Auvitu,EDM,D,2017-18,33,700000,864189
Jake DeBrusk,BOS,F,2017-18,70,863333,863668.56
Alex Chiasson,WSH,F,2017-18,61,660000,863507.88
Max Domi,ARI,F,2017-18,82,863333,861681.12
Dylan Larkin,DET,F,2017-18,81,925000,861365.81
Danton Heinen,BOS,F,2017-18,77,872500,861259.44
Denis Malgin,FLA,F,2017-18,50,690000,861075.5
Thomas Chabot,OTT,D,2017-18,63,863333,860884.75
Pavel Zacha,N.J,F,2017-18,69,894167,860560.56
Brendan Perlini,ARI,F,2017-18,74,863333,860303.12
Tage Thompson,STL,F,2017-18,41,925000,859663.12
Curtis Lazar,CGY,F,2017-18,65,950000,857045.75
Oliver Bjorkstrand,CBJ,F,2017-18,82,655833,856239.19
Anthony Mantha,DET,F,2017-18,79,863333,855828.88
Alexander Burmistrov,VAN,F,2017-18,24,900000,855707.75
Dmitrij Jaskin,STL,F,2017-18,76,1000000,855525.94
Yannick Weber,NSH,D,2017-18,47,650000,855440.81
Brock McGinn,CAR,F,2017-18,80,887500,855093.62
Nick Schmaltz,CHI,F,2017-18,78,925000,854705.06
Victor Mete,MTL,D,2017-18,49,748333,853841.62
Brendan Gaunce,VAN,F,2017-18,37,750000,852098.12
Alexander Kerfoot,COL,F,2017-18,78,925000,852042.62
Anthony Beauvillier,NYI,F,2017-18,71,894167,850808
Jake Guentzel,PIT,F,2017-18,82,734167,849943.5
Ivan Provorov,PHI,D,2017-18,82,894167,849936.31
Ryan Pulock,NYI,D,2017-18,68,863333,848420.31
Connor Carrick,TOR,D,2017-18,47,750000,848165.12
Mark Jankowski,CGY,F,2017-18,72,925000,847869.06
Jordan Nolan,BUF,F,2017-18,69,950000,847623.88
Dylan Strome,ARI,F,2017-18,21,863333,847408.44
Nick Ritchie,ANA,F,2017-18,76,894167,847099.62
Jake Virtanen,VAN,F,2017-18,75,894167,847029.81
Tomas Jurco,CHI,F,2017-18,29,800000,846717.06
Chris Wagner,NYI,F,2017-18,79,637500,845791.94
Haydn Fleury,CAR,D,2017-18,67,863333,845759.62
Miles Wood,N.J,F,2017-18,76,925000,845430.31
Brayden Point,T.B,F,2017-18,82,686667,844768.5
Sonny Milano,CBJ,F,2017-18,55,863333,843630.19
Brett Pesce,CAR,D,2017-18,65,809167,843045.56
Derrick Pouliot,VAN,D,2017-18,71,800000,842595
Jimmy Vesey,NYR,F,2017-18,79,925000,841795.75
Jared McCann,FLA,F,2017-18,67,894167,841723.62
Christian Dvorak,ARI,F,2017-18,78,839167,841428
Klas Dahlbeck,CAR,D,2017-18,33,850000,840924.06
Ryan Hartman,NSH,F,2017-18,78,863333,840647.25
Ryan Reaves,VGK,F,2017-18,79,1125000,840514.62
Ondrej Kase,ANA,F,2017-18,66,670000,840478.31
Casey Nelson,BUF,D,2017-18,37,650000,840237.06
Casey Nelson,BUF,D,2017-18,37,650000,840237.06
Gustav Forsling,CHI,D,2017-18,41,872500,839605.88
Andreas Borgman,TOR,D,2017-18,48,925000,839465.94
Artturi Lehkonen,MTL,F,2017-18,66,839166,836915.06
Eric Gryba,EDM,D,2017-18,21,900000,834840.44
Noel Acciari,BOS,F,2017-18,60,725000,834827.81
Anders Bjork,BOS,F,2017-18,30,925000,834509.94
Brandon Montour,ANA,D,2017-18,80,925000,834420.12
Daniel Winnik,MIN,F,2017-18,81,660000,834404.69
Darnell Nurse,EDM,D,2017-18,82,863333,834401.56
Joel Eriksson Ek,MIN,F,2017-18,75,894166,833474.56
Tomas Nosek,VGK,F,2017-18,67,612500,833385.88
Oskar Lindblom,PHI,F,2017-18,23,925000,832458.19
Matt Irwin,NSH,D,2017-18,50,650000,832413.06
Frank Vatrano,FLA,F,2017-18,41,792500,832050.94
Jack Roslovic,WPG,F,2017-18,31,894166,831911.44
Michael Amadio,L.A,F,2017-18,37,717500,831761.88
Colin White,OTT,F,2017-18,21,925000,830195.75
Oskar Sundqvist,STL,F,2017-18,42,675000,830029.75
Travis Sanheim,PHI,D,2017-18,49,863333,829419.19
Brady Skjei,NYR,D,2017-18,82,925000,829092.31
Nikolay Goldobin,VAN,F,2017-18,38,863333,828992.62
Travis Dermott,TOR,D,2017-18,37,863333,828917.94
Josh Archibald,ARI,F,2017-18,42,675000,828911.38
Chris Tierney,S.J,F,2017-18,82,735000,828718.12
Noah Juulsen,MTL,D,2017-18,23,863333,828350.12
Brandon Tanev,WPG,F,2017-18,61,700000,828205.06
Ivan Barbashev,STL,F,2017-18,53,741667,827626.12
Julius Honka,DAL,D,2017-18,41,863333,827464.88
Matt Grzelcyk,BOS,D,2017-18,61,858750,825960.38
Nikita Scherbak,MTL,F,2017-18,26,863333,825479.94
Brandon Carlo,BOS,D,2017-18,76,789167,825287.75
Devin Shore,DAL,F,2017-18,81,870000,825133.31
Jason Dickinson,DAL,F,2017-18,27,894167,824753.94
Filip Chlapik,OTT,F,2017-18,20,728333,824693.06
J.T. Compher,COL,F,2017-18,69,925000,824513.81
Joshua Ho-Sang,NYI,F,2017-18,22,863333,823824.19
Nick Cousins,ARI,F,2017-18,71,1000000,823674.12
MacKenzie Weegar,FLA,D,2017-18,59,675000,823307.75
William Carrier,VGK,F,2017-18,37,689167,823191.44
Luke Witkowski,DET,F,2017-18,31,750000,822961.44
Vinnie Hinostroza,CHI,F,2017-18,50,717500,822632.44
Sebastian Aho,NYI,D,2017-18,22,770000,822288.25
Micheal Haley,FLA,F,2017-18,74,825000,821145.12
Tyler Bertuzzi,DET,F,2017-18,47,661667,820488.75
Neal Pionk,NYR,D,2017-18,28,925000,820444.81
Marcus Pettersson,ANA,D,2017-18,22,794167,818502.62
Ian McCoshen,FLA,D,2017-18,38,925000,817877.25
Drake Caggiula,EDM,F,2017-18,67,925000,817832
Nicholas Baptiste,BUF,F,2017-18,33,718333,817469.88
Kasperi Kapanen,TOR,F,2017-18,38,863333,816209.5
Remi Elie,DAL,F,2017-18,71,728333,816070.62
Markus Nutivaara,CBJ,D,2017-18,61,817500,815164.06
Madison Bowey,WSH,D,2017-18,51,703333,814699.5
Nic Dowd,VAN,F,2017-18,56,640000,814116.88
Jimmy Hayes,N.J,F,2017-18,33,700000,813021.5
Dominik Simon,PIT,F,2017-18,33,692500,812604.69
Alex Iafallo,L.A,F,2017-18,75,925000,811727.94
Adam Erne,T.B,F,2017-18,23,874167,810563.62
Troy Stecher,VAN,D,2017-18,68,925000,810431.5
John Gilmour,NYR,D,2017-18,28,742500,809526.5
Victor Antipin,BUF,D,2017-18,47,925000,809506.94
Tyler Motte,VAN,F,2017-18,46,925000,809303.19
Anton Slepyshev,EDM,F,2017-18,50,925000,808429.62
Maxim Mamin,FLA,F,2017-18,25,757500,808407.62
Andy Andreoff,L.A,F,2017-18,45,677500,807551.94
John Hayden,CHI,F,2017-18,47,925000,806085.31
Mark Borowiecki,OTT,D,2017-18,52,1100000,804784.56
Jaccob Slavin,CAR,D,2017-18,82,742500,803762.69
Anton Lindholm,COL,D,2017-18,47,717500,803437.5
Ross Johnston,NYI,F,2017-18,24,666667,802890.75
Ben Harpur,OTT,D,2017-18,41,653333,799713.81
Jordie Benn,MTL,D,2017-18,77,1100000,799617.5
Jan Rutta,CHI,D,2017-18,57,925000,798732.44
Alan Quine,NYI,F,2017-18,21,612500,798691.31
Steven Santini,N.J,D,2017-18,36,925000,798554.75
Danny O'Regan,BUF,F,2017-18,21,858750,797776.12
Oscar Fantenberg,L.A,D,2017-18,27,925000,796044.06
Sean Kuraly,BOS,F,2017-18,75,808750,795052.88
Martin Frk,DET,F,2017-18,67,650000,794622.38
Dominic Toninato,COL,F,2017-18,37,925000,794552.62
Logan Shaw,MTL,F,2017-18,67,650000,793673.88
Charles Hudon,MTL,F,2017-18,72,650000,793141.44
Scott Wilson,BUF,F,2017-18,69,625000,792675.06
Kevin Roy,ANA,F,2017-18,25,925000,789746.81
Rob O'Gara,NYR,D,2017-18,30,925000,788898.62
Reid Boucher,VAN,F,2017-18,20,687500,787561.88
Tucker Poolman,WPG,D,2017-18,24,925000,786751.94
Nick Seeler,MIN,D,2017-18,22,717500,785489.25
Matt Cullen,MIN,F,2017-18,79,1000000,783828.38
Nathan Beaulieu,BUF,D,2017-18,59,2400000,783740.56
Lukas Sedlak,CBJ,F,2017-18,53,825000,783031.69
J.T. Brown,ANA,F,2017-18,47,1250000,782428.69
Josh Jooris,PIT,F,2017-18,40,775000,780507.69
Iiro Pakarinen,EDM,F,2017-18,40,725000,779926.06
Jujhar Khaira,EDM,F,2017-18,69,675000,778676.88
Christian Djoos,WSH,D,2017-18,63,650000,778354.56
Brendan Leipsic,VAN,F,2017-18,58,650000,777322.62
Kurtis MacDermid,L.A,D,2017-18,34,650000,777244.31
Phillip Di Giuseppe,CAR,F,2017-18,49,725000,775846.69
Brett Kulak,CGY,D,2017-18,71,650000,774158.12
Evan Rodrigues,BUF,F,2017-18,48,650000,768689.44
Scott Harrington,CBJ,D,2017-18,32,675000,764109.44
Matt Hendricks,WPG,F,2017-18,60,700000,760461.19
Joakim Ryan,S.J,D,2017-18,62,650000,759410.5
Stefan Noesen,N.J,F,2017-18,72,660000,759165.19
Erik Gustafsson,CHI,D,2017-18,35,650000,756491.44
Gemel Smith,DAL,F,2017-18,46,650000,755449.44
Jonny Brodzinski,L.A,F,2017-18,35,650000,754784.69
Jonny Brodzinski,L.A,F,2017-18,35,650000,754784.69
Dennis Rasmussen,ANA,F,2017-18,27,725000,753605.44
Jacob Josefson,BUF,F,2017-18,39,700000,752905.25
Chandler Stephenson,WSH,F,2017-18,67,650000,750085.06
Zack Mitchell,MIN,F,2017-18,23,660000,745164.06
Devante Smith-Pelly,WSH,F,2017-18,75,650000,743177.94
Phillip Danault,MTL,F,2017-18,52,912500,742845
Garnet Hathaway,CGY,F,2017-18,59,650000,742044.62
Max McCormick,OTT,F,2017-18,30,650000,741113.88
Barclay Goodrow,S.J,F,2017-18,47,650000,738986.38
Tim Heed,S.J,D,2017-18,29,650000,738668.25
Ryan Murphy,MIN,D,2017-18,21,700000,738240.56
Tanner Fritz,NYI,F,2017-18,34,650000,737347.12
Connor Brickley,FLA,F,2017-18,44,750000,736825.75
Nicolas Deslauriers,MTL,F,2017-18,58,775000,735718.56
Marko Dano,WPG,F,2017-18,23,850000,735620.88
Zac Rinaldo,ARI,F,2017-18,53,700000,733911.12
Taylor Leier,PHI,F,2017-18,39,806558,733114.25
Slater Koekkoek,T.B,D,2017-18,35,800000,729532.62
David Booth,DET,F,2017-18,28,700000,723645.62
Blake Coleman,N.J,F,2017-18,79,660000,723130.81
Ryan Carpenter,VGK,F,2017-18,52,650000,722584.44
Paul Carey,NYR,F,2017-18,60,650000,720892.12
Greg McKegg,PIT,F,2017-18,26,650000,716411.62
Byron Froese,MTL,F,2017-18,48,650000,711341.69
Jordan Schroeder,CBJ,F,2017-18,21,650000,710869.31
Gabriel Bourque,COL,F,2017-18,57,750000,709061.69
Peter Holland,NYR,F,2017-18,23,675000,707306.69
Seth Griffith,BUF,F,2017-18,21,650000,701907.88
Darren Archibald,VAN,F,2017-18,27,650000,690271.56
Steven Kampfer,NYR,D,2017-18,22,650000,686628.19
Carter Rowney,PIT,F,2017-18,44,612500,669876.88
Brian Gibbons,N.J,F,2017-18,59,650000,663180.25
Nate Prosser,MIN,D,2017-18,57,650000,653432.31
Gabriel Dumont,OTT,F,2017-18,30,650000,652350.06
Daniel Carr,MTL,F,2017-18,38,725000,646592.06
Derek Grant,ANA,F,2017-18,66,650000,645592.12
Mike Reilly,MTL,D,2017-18,57,725000,614764.88
